1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
1 17 
1 18 
1 22 
1 24 
1 25 
2 3 
2 11 
2 15 
2 22 
2 30 
2 32 
3 2 
3 4 
3 9 
3 13 
3 16 
3 27 
3 29 
4 9 
4 10 
4 12 
4 19 
4 20 
4 24 
4 25 
4 28 
4 33 
5 2 
5 6 
5 7 
5 12 
5 17 
5 26 
5 27 
6 4 
6 8 
6 13 
6 14 
6 15 
6 25 
6 33 
7 10 
7 16 
7 22 
7 27 
7 31 
8 6 
8 7 
8 11 
8 12 
8 16 
9 4 
9 19 
9 33 
10 15 
10 21 
10 22 
10 24 
10 25 
11 3 
11 5 
11 6 
11 15 
11 16 
11 22 
11 27 
11 28 
12 3 
12 10 
12 31 
13 1 
13 2 
13 9 
13 14 
13 20 
13 21 
13 24 
13 28 
14 6 
14 20 
14 24 
14 30 
15 6 
15 8 
15 17 
15 19 
15 21 
15 22 
15 25 
15 28 
15 30 
16 1 
16 3 
16 9 
16 11 
16 19 
16 20 
16 23 
16 25 
16 28 
16 30 
16 33 
17 7 
17 10 
17 14 
17 18 
17 21 
17 31 
17 33 
18 14 
18 24 
19 7 
19 10 
19 12 
19 25 
19 26 
20 5 
20 6 
20 31 
20 32 
21 1 
21 19 
21 27 
21 29 
22 2 
22 5 
22 8 
22 10 
22 15 
22 18 
22 26 
23 5 
23 8 
23 10 
23 11 
23 12 
23 13 
23 16 
23 21 
24 1 
24 10 
24 18 
24 25 
24 26 
24 32 
25 1 
25 2 
25 3 
25 4 
25 6 
25 7 
25 16 
25 17 
25 18 
25 20 
25 26 
26 4 
26 14 
26 16 
26 23 
26 28 
27 7 
27 8 
27 12 
27 13 
27 14 
27 15 
27 19 
27 24 
27 26 
27 33 
28 5 
28 7 
28 13 
28 25 
28 26 
28 27 
28 32 
28 33 
29 2 
29 4 
29 5 
29 8 
29 13 
29 14 
29 26 
29 32 
30 4 
30 24 
30 33 
31 4 
31 13 
31 20 
31 32 
32 3 
32 6 
32 10 
32 19 
32 27 
33 3 
33 11 
33 18 
33 27 
33 28 
33 31 
1 17 18 
1 25 17 
25 1 17 
1 18 24 
1 22 18 
1 24 18 
24 1 18 
1 25 18 
25 1 18 
1 24 25 
13 21 1 
13 1 24 
13 24 1 
16 1 25 
16 25 1 
25 16 1 
24 1 25 
24 25 1 
2 11 3 
25 2 3 
2 32 3 
2 11 15 
2 11 22 
2 15 22 
2 15 30 
2 22 15 
22 2 15 
3 13 2 
3 29 2 
25 3 2 
22 5 2 
29 5 2 
29 13 2 
29 2 32 
3 4 9 
3 9 4 
25 3 4 
3 29 4 
3 13 9 
3 16 9 
16 3 9 
3 27 13 
3 29 13 
25 3 16 
32 3 27 
33 3 27 
11 3 16 
11 16 3 
11 3 27 
16 11 3 
33 11 3 
16 25 3 
16 33 3 
25 16 3 
4 9 19 
4 9 33 
4 10 24 
4 10 25 
4 12 10 
4 19 10 
4 24 10 
4 19 12 
4 19 25 
4 25 20 
25 4 20 
31 4 20 
4 24 25 
30 4 24 
4 28 25 
4 28 33 
4 33 28 
6 4 25 
6 25 4 
6 4 33 
25 6 4 
9 4 19 
9 4 33 
25 26 4 
26 4 28 
29 26 4 
30 4 33 
11 5 6 
20 5 6 
5 7 27 
5 17 7 
5 27 7 
28 5 7 
23 5 12 
5 27 12 
5 27 26 
28 5 26 
29 5 26 
28 5 27 
11 22 5 
11 5 27 
11 28 5 
23 11 5 
22 5 26 
6 15 8 
15 6 8 
6 13 14 
6 15 25 
8 11 6 
15 8 6 
11 6 15 
11 15 6 
14 20 6 
15 6 25 
15 25 6 
20 32 6 
25 20 6 
7 10 22 
17 7 10 
19 7 10 
7 22 10 
25 7 16 
28 7 27 
8 7 16 
27 8 7 
17 7 31 
25 17 7 
19 25 7 
27 19 7 
28 25 7 
28 27 7 
8 11 16 
8 16 11 
23 8 11 
23 8 12 
27 8 12 
23 8 16 
15 22 8 
22 15 8 
27 15 8 
16 9 19 
16 9 33 
10 15 21 
10 15 22 
10 15 25 
10 22 15 
22 10 15 
23 10 21 
10 24 25 
19 12 10 
23 12 10 
17 10 21 
19 10 25 
32 19 10 
24 10 25 
24 32 10 
11 15 22 
11 15 28 
11 22 15 
11 27 15 
11 16 28 
23 11 16 
11 28 27 
33 11 27 
33 11 28 
16 23 11 
16 11 28 
16 33 11 
23 16 11 
27 19 12 
13 14 20 
13 14 24 
27 13 14 
29 13 14 
31 13 20 
23 13 21 
27 13 24 
28 27 13 
27 14 24 
14 30 24 
17 18 14 
18 14 24 
27 26 14 
29 26 14 
15 17 21 
15 25 17 
15 19 25 
15 21 19 
27 15 19 
15 28 25 
16 19 25 
16 25 20 
25 16 20 
26 16 23 
16 28 25 
16 28 33 
16 33 28 
16 30 33 
26 23 16 
25 26 16 
26 16 28 
25 17 18 
17 33 18 
17 33 31 
24 25 18 
19 25 26 
27 19 26 
21 27 19 
32 27 19 
20 31 32 
31 20 32 
24 25 26 
27 24 26 
28 25 26 
28 27 26 
28 32 27 
28 27 33 
28 33 27 
33 28 27 
1 25 17 18 
25 1 17 18 
1 24 25 18 
24 1 25 18 
24 25 1 18 
2 11 15 22 
2 11 22 15 
3 29 13 2 
33 11 3 27 
16 33 11 3 
4 10 24 25 
4 19 12 10 
4 19 10 25 
4 24 10 25 
28 5 7 27 
28 5 27 7 
28 5 27 26 
11 28 5 27 
23 8 11 16 
23 8 16 11 
33 11 28 27 
16 33 11 28 
27 13 14 24 
